part_number,name_en,name_cn,spec_cn,retail_price,fitment
908007-0007,sealing cover,转向节橡胶密封盖,Φ12*35*H8+Φ27.5*6.5沉孔,6.8,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
C90004-0007,lower left arm assy orange,左下摇臂组件 橘色,,76.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""16"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
C90004-0008,lower right arm assy orange,右下摇臂组件 橘色,,76.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""17"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
C90004-0083,left knuckle kit,左转向节组件,,51,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""18"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
C90004-0084,right knuckle kit,右转向节组件,,51,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""19"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
C90004-0081,lower left arm assy black,左下摇臂组件 黑色,,76.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""20"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
C90004-0082,lower right arm assy black,右下摇臂组件 黑色,,76.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""21"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
563000-0001-01,black swing arm,AY70-2平叉总成/金工,亚 黑 181.3*200,59.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
902001-0053,spacer bush,平叉冶金隔套,Φ12.3*24*29,6.8,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
903007-0008,nut,六角法兰自锁螺母 GB6187-86,兰白锌 M12*1.25,6.8,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EKMB"", ""section"": null, ""variant"": null, ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""EKMB""}]"
568000-0010,chain cover plate,AT110链罩安装板1,亚黑塑 57*20/翻边M6螺纹,8.5,"[{""make"": ""Kayo"", ""year"": 2021, ""model"": ""AU125-2"", ""section"": null, ""variant"": null, ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""AU125-2""}]"
901003-0007,inner lining pipe,平叉内衬管,兰白锌 Φ12.5*19*L143,17,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
908004-0002,plug,链托堵头,直径Φ16圆塞 大/Φ9*16*H14 内*外*高,5.1,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA70"", ""section"": null, ""variant"": null, ""callout_no"": ""7"", ""confidence"": ""high"", ""model_code"": ""EA70""}]"
901001-0022,flange axle,法兰轴,兰白锌 Φ12*236*M12*1.25mm,20.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""13"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
903018-0003-02,flange bolt,外六角小头法兰螺栓 GB5787,军 绿 M6*12,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""9"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
203000-0052,gray chain,链条,灰色 CHOHO 420H 70L,34,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
203001-0002,chain joint,链条接头,灰色 420H,6.8,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""12-1"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
203003-0003,chain adjuster (old),调链器,兰白锌 钢制 M6*50*内孔Φ13/菱形/不带附件,11.9,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""11"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
203003-0008,chain adjuster,调链器,兰白锌 Φ13*M8*70/菱形,11.9,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA70"", ""section"": null, ""variant"": null, ""callout_no"": ""11"", ""confidence"": ""high"", ""model_code"": ""EA70""}]"
203004-0024,chain guide bush,平叉导链套,Φ30.5*43*H38,20.4,"[{""make"": ""Kayo"", ""year"": 2021, ""model"": ""AU125-2"", ""section"": null, ""variant"": null, ""callout_no"": ""15"", ""confidence"": ""high"", ""model_code"": ""AU125-2""}]"
568000-0007,chain plate,AY70-2链托,亚黑塑 173.3*214.2/内跨88,25.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""13"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
203004-0027,chain cover,链 罩,黑色,17,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""16"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
903001-0003,spring washer,弹垫 GB93-87,军 绿 Φ8*13*2,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""9"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
903005-0007-02,flange nut,六角对边螺母 GB6170-86,军 绿 M8,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
903002-0010,washer,平垫 GB97.1-85,兰白锌 Φ12*24*2,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EKMB"", ""section"": null, ""variant"": null, ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""EKMB""}]"
405010-0001,Rear disc brake oil pipe clamp,后碟刹油管夹,黑色/注塑 S型 内孔Φ10,5.1,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""7"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
C90004-0085,swing arm assy,平叉总成组件,563000-0001-01*1/902001-0053*2/908007-0007*2/901003-0007*1/901001-0022*1/903007-0008*1/203004-0024*1,76.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""22"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
502000-0069,rear shock,后减震总成,彩锌座黑簧 L=255 Φ7.2簧,59.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
101000-0413,HD70 engine-silver,发动机总成-HD70/EPA另加胶木垫/纸垫,银色 6全波交流点火 型号1P47FMD-2 无棉 上电 纯电启 自动波 420-13 修边侧盖 TORCH/A7RTC火花塞 防水插件/含负压嘴43弯-2020号码,467.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
101000-0572,engine assy(new),发动机总成,银色 HS70防水插件 6全波交流点火 无棉 420-13 上电纯电启自动波 全盖侧盖/含负压嘴43弯-TORCH/A7RTC火花塞/型号1P47FMD-2/另加胶木垫/纸垫,467.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
903018-0026,flange bolt,外六角小头法兰螺栓 GB5787,兰白锌 M8*120,20.4,"[{""make"": ""Kayo"", ""year"": 2020, ""model"": ""AU180"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""AU180""}]"
902001-0008,bush,衬套,兰白锌 'Φ8*16*H10 内*外*高,13.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
903007-0005,flange locknut M8,六角法兰自锁螺母 MT,兰白锌 M8 90309-KV8-8400,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903018-0021,flange bolt,外六角小头法兰螺栓 GB5787,兰白锌 M8*100,20.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AT125-2"", ""section"": null, ""variant"": null, ""callout_no"": ""12"", ""confidence"": ""high"", ""model_code"": ""AT125-2""}]"
505001-0004,rear wheel axle,后轮轴,彩 锌 L=618.5,59.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA70"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""EA70""}]"
404011-0003,brake disc base,碟刹盘座,抛丸电泳 4-M8孔,20.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA70"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""EA70""}]"
205001-0004,rear sprocket,钢制后链轮,彩锌 420/37齿 内径48 安装孔68,34,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
903019-0012,flange bolt M8*16,外六角大头法兰螺栓 GB5789,兰白锌 M8*16,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903008-0015,nut,薄螺母,彩 锌 M22*1.5*H7,5.1,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA70"", ""section"": null, ""variant"": null, ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""EA70""}]"
402003-0017,rear flange hub,后轮毂法兰,抛丸电泳/3-M8孔,30.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
402003-0023,Rear hub flange,后轮毂法兰,电泳黑 孔距88 M8*25*1.25螺栓*3/花键17T,30.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA70"", ""section"": null, ""variant"": null, ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""EA70""}]"
903018-0030,bolt,外六角小头法兰螺栓 GB5787,兰白锌 M10*25*1.25,5.1,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA70"", ""section"": null, ""variant"": null, ""callout_no"": ""7"", ""confidence"": ""high"", ""model_code"": ""EA70""}]"
405001-0012,rear brake disc,后碟刹圆盘,Φ48.4*180 孔距68,34,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
908001-0008,oil seal,油封,32*47*7,5.1,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA70"", ""section"": null, ""variant"": null, ""callout_no"": ""11"", ""confidence"": ""high"", ""model_code"": ""EA70""}]"
907001-0009,bearing,轴承,6005 C&U 深沟 人本,17,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA70"", ""section"": null, ""variant"": null, ""callout_no"": ""12"", ""confidence"": ""high"", ""model_code"": ""EA70""}]"
901003-0008,inner tube,后桥内衬管,兰白锌 Φ27*32*L89,17,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA70"", ""section"": null, ""variant"": null, ""callout_no"": ""13"", ""confidence"": ""high"", ""model_code"": ""EA70""}]"
564000-0001,rear axle,AY70-2后桥,亚 黑 AY70-2 带链罩板,42.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""14"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
C90004-0024,rear axle assy,后桥组件,安装好含564000-0001*1/901003-0008*1/907001-0009*2/908001-0008*2,76.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""15"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
102000-0033,carburetor,化油器,JK-PZ19 拉线风门 EPA状态 打PZ19,51,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
105000-0026,air filter,防水空滤器,黑 色 Φ35含32-44卡箍 45°弯口 带通气接口 EPA状态,25.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
906002-0009,clip Φ10-16,管卡,兰白锌 Φ12,2.55,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
106001-0084,muffler assy.,消音器,黑色 EPA/加火花消除器/含密封圈/打刻PACIFIC RIM 125-SCREEN TYPE,59.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
106003-0002,exhaust seal gasket,消音管密封垫,Φ24*33*5.5,5.1,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TT140"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""3-1"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
903007-0002-02,nut,六角法兰自锁螺母 GB6187-86,军 绿 M6,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""26"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
309001-0053,main cable,主线缆,配新开关/小时表 防水,57.8,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
309001-0053-02,main cable 2025 2026 year model,,,57.8,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": null, ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
302001-0007-02,voltage regulator,稳压整流器,电启 配110小全波-带防水插件,20.4,"[{""make"": ""Kayo"", ""year"": 2021, ""model"": ""AU125-2"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""AU125-2""}]"
314001-0002-03,electric lock,电门锁,间距小2.3 四线防水插/硬质卡扣,17,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
312001-0029,battery,蓄电池,KGX5L-BS 12V5AH 113*70*105 加液,64.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AT125-2"", ""section"": null, ""variant"": null, ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""AT125-2""}]"
903018-0005-02,flange bolt,外六角小头法兰螺栓 GB5787,军 绿 M6*20,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S200"", ""section"": null, ""variant"": null, ""callout_no"": ""9"", ""confidence"": ""high"", ""model_code"": ""S200""}]"
306001-0017,ignition coil,高压包,黑线-两脚/屏蔽高压帽-带防水插件/胶套/打印HYTCC/无厂家标识,20.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU150"", ""section"": null, ""variant"": null, ""callout_no"": ""7"", ""confidence"": ""high"", ""model_code"": ""AU150""}]"
301001-0004-02,relay,继电器,插片式保险15A,25.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""KT250"", ""section"": null, ""variant"": null, ""callout_no"": ""13"", ""confidence"": ""high"", ""model_code"": ""KT250""}]"
301001-0004,start relay 15A,继电器,插片式保险15A,20.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
308002-0005,rear light,后尾灯,菱型 TW03,37.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""8"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
303001-0007-03,CDI,点火器,配110发动机 双插 三挂套 防水 打印HYDAC/无厂家标识,17,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU150"", ""section"": null, ""variant"": null, ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""AU150""}]"
308001-0018,head light,前左右大灯,新小川崎,27.2,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""12"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
308001-0013,head light(new),前左右大灯,小公牛,30.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": ""12"", ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
308005-0007,head light bulb,,,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AY70-2"", ""section"": null, ""variant"": null, ""callout_no"": null, ""confidence"": ""high"", ""model_code"": ""AY70-2""}]"
316001-0009,remote controller,遥控器,带熄火,42.5,"[{""make"": ""Kayo"", ""year"": 2021, ""model"": ""AU125-2"", ""section"": null, ""variant"": null, ""callout_no"": ""15"", ""confidence"": ""high"", ""model_code"": ""AU125-2""}]"
903002-0001-02,flat washer,平垫 GB97.1-85,军 绿 Φ6*12*1.5,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S200"", ""section"": null, ""variant"": null, ""callout_no"": ""20"", ""confidence"": ""high"", ""model_code"": ""S200""}]"
903008-0024,nut,六角防松螺母 GB6183-86,兰白锌 M4,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TT140"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""17"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
903009-0003,screw,十字盘头机牙螺丝 GB823-88,兰白锌 M4*12,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""21"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
903006-0001-02,nut,六角法兰带齿螺母 GB6177-86,军 绿 M5,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""15"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
903002-0002-02,flat washer,平垫 GB97.1-85,军 绿 Φ6*18*1.5,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""19"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
908003-0002,Washer,橡胶平垫,Φ5.5*15*2/塑件安装用,2.55,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EKMB"", ""section"": null, ""variant"": null, ""callout_no"": ""8"", ""confidence"": ""high"", ""model_code"": ""EKMB""}]"
903010-0004-02,screw,十字盘头自攻螺丝 GB845-85,军 绿 ST4.2*12,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""17"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
